record_id,employee_id,employee_name,department,position,basic_salary,allowance,overtime_hours,overtime_pay,gross_pay,tax,sss,philhealth,net_pay,status,hire_date,pay_date
172,EMP-1172,Employee 172,Sales,Account Executive,44359,3000,15,5198.32,52557.32,6306.88,1125.0,1313.93,43811.51,resigned,2018-02-08,2024-01-31
173,EMP-1173,Employee 173,Marketing,Marketing Associate,26068,2000,16,3258.5,31326.5,3759.18,1125.0,783.16,25659.16,on_leave,2018-11-23,2024-01-31
174,EMP-1174,Employee 174,HR,Recruiter,32300,3000,35,8832.03,44132.03,5295.84,1125.0,1103.3,36607.89,active,2019-05-31,2024-01-31
175,EMP-1175,Employee 175,Sales,Account Executive,39928,7500,18,5614.88,53042.88,6365.15,1125.0,1326.07,44226.66,resigned,2023-04-23,2024-01-31
176,EMP-1176,Employee 176,Engineering,Junior Developer,34425,7500,0,0.0,41925.0,5031.0,1125.0,1048.12,34720.88,active,2019-06-17,2024-01-31
177,EMP-1177,Employee 177,Finance,Accountant,37273,7500,26,7571.08,52344.08,6281.29,1125.0,1308.6,43629.19,on_leave,2018-03-30,2024-01-31
178,EMP-1178,Employee 178,Operations,Operations Analyst,34471,2000,31,8348.45,44819.45,5378.33,1125.0,1120.49,37195.63,active,2022-11-04,2024-01-31
179,EMP-1179,Employee 179,HR,HR Associate,22257,2000,8,1391.06,25648.06,3077.77,1125.0,641.2,20804.09,resigned,2020-08-24,2024-01-31
180,EMP-1180,Employee 180,Sales,Sales Associate,25291,3000,30,5927.58,34218.58,4106.23,1125.0,855.46,28131.89,active,2018-03-03,2024-01-31
181,EMP-1181,Employee 181,Engineering,Senior Developer,68638,5000,24,12869.62,86507.62,10380.91,1125.0,2162.69,72839.02,active,2020-07-17,2024-01-31
182,EMP-1182,Employee 182,Operations,Logistics Officer,32269,2000,5,1260.51,35529.51,4263.54,1125.0,888.24,29252.73,resigned,2022-11-03,2024-01-31
183,EMP-1183,Employee 183,Marketing,Marketing Associate,27764,5000,5,1084.53,33848.53,4061.82,1125.0,846.21,27815.5,resigned,2022-12-18,2024-01-31
184,EMP-1184,Employee 184,Operations,Operations Analyst,33865,2000,5,1322.85,37187.85,4462.54,1125.0,929.7,30670.61,active,2023-04-21,2024-01-31
185,EMP-1185,Employee 185,Sales,Sales Associate,25473,7500,33,6567.26,39540.26,4744.83,1125.0,988.51,32681.92,active,2023-05-03,2024-01-31
186,EMP-1186,Employee 186,Finance,Accountant,38045,2000,38,11294.61,51339.61,6160.75,1125.0,1283.49,42770.37,on_leave,2022-07-13,2024-01-31
187,EMP-1187,Employee 187,Sales,Account Executive,39799,2000,5,1554.65,43353.65,5202.44,1125.0,1083.84,35942.37,active,2018-09-18,2024-01-31
188,EMP-1188,Employee 188,Operations,Logistics Officer,33938,7500,17,4507.39,45945.39,5513.45,1125.0,1148.63,38158.31,active,2023-02-09,2024-01-31
189,EMP-1189,Employee 189,Finance,Finance Manager,65727,7500,25,12837.3,86064.3,10327.72,1125.0,2151.61,72459.97,resigned,2019-05-31,2024-01-31
190,EMP-1190,Employee 190,HR,Recruiter,27075,5000,29,6134.18,38209.18,4585.1,1125.0,955.23,31543.85,active,2023-01-20,2024-01-31
191,EMP-1191,Employee 191,Engineering,Tech Lead,93625,7500,16,11703.12,112828.12,13539.37,1125.0,2820.7,95343.05,resigned,2020-01-16,2024-01-31
192,EMP-1192,Employee 192,Operations,Operations Analyst,32042,5000,37,9262.14,46304.14,5556.5,1125.0,1157.6,38465.04,active,2021-12-14,2024-01-31
193,EMP-1193,Employee 193,Finance,Accountant,36365,7500,39,11079.96,54944.96,6593.4,1125.0,1373.62,45852.94,active,2018-08-05,2024-01-31
194,EMP-1194,Employee 194,Operations,Operations Analyst,32651,7500,23,5866.98,46017.98,5522.16,1125.0,1150.45,38220.37,resigned,2022-07-16,2024-01-31
195,EMP-1195,Employee 195,Engineering,Senior Developer,71756,5000,2,1121.19,77877.19,9345.26,1125.0,1946.93,65460.0,resigned,2018-03-07,2024-01-31
196,EMP-1196,Employee 196,Operations,Operations Manager,58115,2000,0,0.0,60115.0,7213.8,1125.0,1502.88,50273.32,on_leave,2019-08-18,2024-01-31
197,EMP-1197,Employee 197,Engineering,Senior Developer,69092,5000,16,8636.5,82728.5,9927.42,1125.0,2068.21,69607.87,active,2022-09-16,2024-01-31
198,EMP-1198,Employee 198,Finance,Financial Analyst,37021,2000,34,9833.7,48854.7,5862.56,1125.0,1221.37,40645.77,active,2021-01-30,2024-01-31
199,EMP-1199,Employee 199,Engineering,Tech Lead,94937,3000,1,741.7,98678.7,11841.44,1125.0,2466.97,83245.29,active,2020-01-30,2024-01-31
200,EMP-1200,Employee 200,Finance,Financial Analyst,40293,2000,8,2518.31,44811.31,5377.36,1125.0,1120.28,37188.67,resigned,2021-12-29,2024-01-31
201,EMP-1201,Employee 201,Finance,Accountant,38145,5000,40,11920.31,55065.31,6607.84,1125.0,1376.63,45955.84,on_leave,2021-02-06,2024-01-31
202,EMP-1202,Employee 202,HR,HR Associate,22007,3000,36,6189.47,31196.47,3743.58,1125.0,779.91,25547.98,active,2021-02-16,2024-01-31
203,EMP-1203,Employee 203,Operations,Logistics Officer,34201,5000,17,4542.32,43743.32,5249.2,1125.0,1093.58,36275.54,active,2021-12-01,2024-01-31
204,EMP-1204,Employee 204,Engineering,Senior Developer,72459,3000,10,5660.86,81119.86,9734.38,1125.0,2028.0,68232.48,active,2023-03-16,2024-01-31
205,EMP-1205,Employee 205,Operations,Logistics Officer,35660,3000,29,8079.22,46739.22,5608.71,1125.0,1168.48,38837.03,active,2021-12-06,2024-01-31
206,EMP-1206,Employee 206,Engineering,Tech Lead,96534,5000,6,4525.03,106059.03,12727.08,1125.0,2651.48,89555.47,active,2019-07-07,2024-01-31
207,EMP-1207,Employee 207,Sales,Account Executive,43799,7500,1,342.18,51641.18,6196.94,1125.0,1291.03,43028.21,on_leave,2021-01-15,2024-01-31
208,EMP-1208,Employee 208,Sales,Account Executive,39094,5000,33,10078.92,54172.92,6500.75,1125.0,1354.32,45192.85,active,2021-05-07,2024-01-31
209,EMP-1209,Employee 209,HR,HR Manager,47452,3000,19,7043.66,57495.66,6899.48,1125.0,1437.39,48033.79,active,2019-07-22,2024-01-31
210,EMP-1210,Employee 210,Marketing,Marketing Manager,53398,2000,11,4588.89,59986.89,7198.43,1125.0,1499.67,50163.79,active,2019-04-06,2024-01-31
211,EMP-1211,Employee 211,Marketing,Marketing Associate,26471,2000,20,4136.09,32607.09,3912.85,1125.0,815.18,26754.06,on_leave,2020-02-23,2024-01-31
212,EMP-1212,Employee 212,Finance,Finance Manager,67835,5000,32,16958.75,89793.75,10775.25,1125.0,2244.84,75648.66,active,2021-10-13,2024-01-31
213,EMP-1213,Employee 213,Finance,Accountant,39108,7500,16,4888.5,51496.5,6179.58,1125.0,1287.41,42904.51,active,2019-07-27,2024-01-31
214,EMP-1214,Employee 214,Operations,Operations Manager,56656,3000,34,15049.25,74705.25,8964.63,1125.0,1867.63,62747.99,active,2020-12-09,2024-01-31
215,EMP-1215,Employee 215,Finance,Accountant,37136,7500,10,2901.25,47537.25,5704.47,1125.0,1188.43,39519.35,active,2018-01-30,2024-01-31
216,EMP-1216,Employee 216,Marketing,Marketing Associate,27624,7500,17,3668.81,38792.81,4655.14,1125.0,969.82,32042.85,active,2019-02-21,2024-01-31
217,EMP-1217,Employee 217,Engineering,Senior Developer,68478,7500,3,1604.95,77582.95,9309.95,1125.0,1939.57,65208.43,resigned,2020-05-02,2024-01-31
218,EMP-1218,Employee 218,HR,HR Manager,51444,3000,0,0.0,54444.0,6533.28,1125.0,1361.1,45424.62,active,2022-08-08,2024-01-31
219,EMP-1219,Employee 219,Marketing,Brand Strategist,47249,3000,5,1845.66,52094.66,6251.36,1125.0,1302.37,43415.93,active,2021-12-10,2024-01-31
220,EMP-1220,Employee 220,HR,Recruiter,32561,5000,5,1271.91,38832.91,4659.95,1125.0,970.82,32077.14,active,2020-11-26,2024-01-31
221,EMP-1221,Employee 221,Operations,Operations Analyst,33152,5000,26,6734.0,44886.0,5386.32,1125.0,1122.15,37252.53,active,2022-04-06,2024-01-31
222,EMP-1222,Employee 222,Operations,Operations Analyst,33819,3000,35,9247.38,46066.38,5527.97,1125.0,1151.66,38261.75,active,2018-09-05,2024-01-31
223,EMP-1223,Employee 223,Operations,Operations Manager,61000,5000,5,2382.81,68382.81,8205.94,1125.0,1709.57,57342.3,active,2019-07-22,2024-01-31
224,EMP-1224,Employee 224,Engineering,Tech Lead,96763,2000,20,15119.22,113882.22,13665.87,1125.0,2847.06,96244.29,resigned,2018-01-25,2024-01-31
225,EMP-1225,Employee 225,Engineering,Junior Developer,33383,3000,28,7302.53,43685.53,5242.26,1125.0,1092.14,36226.13,active,2022-11-20,2024-01-31
226,EMP-1226,Employee 226,Finance,Financial Analyst,41312,2000,2,645.5,43957.5,5274.9,1125.0,1098.94,36458.66,active,2018-06-18,2024-01-31
227,EMP-1227,Employee 227,Finance,Accountant,38454,5000,29,8712.23,52166.23,6259.95,1125.0,1304.16,43477.12,on_leave,2018-04-17,2024-01-31
228,EMP-1228,Employee 228,Marketing,Brand Strategist,46341,5000,11,3982.43,55323.43,6638.81,1125.0,1383.09,46176.53,active,2020-05-21,2024-01-31
229,EMP-1229,Employee 229,Sales,Sales Manager,51476,5000,15,6032.34,62508.34,7501.0,1125.0,1562.71,52319.63,on_leave,2018-12-03,2024-01-31
230,EMP-1230,Employee 230,HR,HR Associate,25004,2000,28,5469.62,32473.62,3896.83,1125.0,811.84,26639.95,on_leave,2018-04-16,2024-01-31
231,EMP-1231,Employee 231,Engineering,Junior Developer,33634,3000,2,525.53,37159.53,4459.14,1125.0,928.99,30646.4,active,2021-03-04,2024-01-31
232,EMP-1232,Employee 232,HR,HR Manager,49763,2000,6,2332.64,54095.64,6491.48,1125.0,1352.39,45126.77,active,2022-03-19,2024-01-31
233,EMP-1233,Employee 233,Operations,Logistics Officer,34331,3000,13,3486.74,40817.74,4898.13,1125.0,1020.44,33774.17,active,2018-05-07,2024-01-31
234,EMP-1234,Employee 234,Engineering,Tech Lead,94146,2000,33,24272.02,120418.02,14450.16,1125.0,3010.45,101832.41,on_leave,2021-12-15,2024-01-31
235,EMP-1235,Employee 235,Marketing,Brand Strategist,43538,7500,18,6122.53,57160.53,6859.26,1125.0,1429.01,47747.26,active,2020-03-03,2024-01-31
236,EMP-1236,Employee 236,Marketing,Brand Strategist,45811,3000,19,6800.07,55611.07,6673.33,1125.0,1390.28,46422.46,active,2018-09-01,2024-01-31
237,EMP-1237,Employee 237,Marketing,Marketing Manager,54413,5000,18,7651.83,67064.83,8047.78,1125.0,1676.62,56215.43,active,2020-10-22,2024-01-31
238,EMP-1238,Employee 238,Operations,Operations Manager,55977,5000,18,7871.77,68848.77,8261.85,1125.0,1721.22,57740.7,active,2018-11-22,2024-01-31
239,EMP-1239,Employee 239,Finance,Accountant,37046,2000,22,6367.28,45413.28,5449.59,1125.0,1135.33,37703.36,active,2023-06-23,2024-01-31
240,EMP-1240,Employee 240,Sales,Sales Manager,49784,2000,20,7778.75,59562.75,7147.53,1125.0,1489.07,49801.15,active,2018-04-27,2024-01-31
241,EMP-1241,Employee 241,Operations,Logistics Officer,35982,7500,31,8714.39,52196.39,6263.57,1125.0,1304.91,43502.91,active,2023-05-25,2024-01-31
242,EMP-1242,Employee 242,Operations,Logistics Officer,32841,7500,6,1539.42,41880.42,5025.65,1125.0,1047.01,34682.76,active,2020-11-21,2024-01-31
243,EMP-1243,Employee 243,Operations,Operations Analyst,33019,2000,6,1547.77,36566.77,4388.01,1125.0,914.17,30139.59,on_leave,2020-03-14,2024-01-31
244,EMP-1244,Employee 244,Finance,Financial Analyst,41744,2000,6,1956.75,45700.75,5484.09,1125.0,1142.52,37949.14,active,2021-07-10,2024-01-31
245,EMP-1245,Employee 245,Marketing,Brand Strategist,42293,3000,24,7929.94,53222.94,6386.75,1125.0,1330.57,44380.62,active,2021-04-06,2024-01-31
246,EMP-1246,Employee 246,HR,HR Associate,23656,5000,26,4805.12,33461.12,4015.33,1125.0,836.53,27484.26,on_leave,2018-12-14,2024-01-31
247,EMP-1247,Employee 247,Sales,Account Executive,44200,3000,10,3453.12,50653.12,6078.37,1125.0,1266.33,42183.42,active,2019-11-10,2024-01-31
248,EMP-1248,Employee 248,Engineering,Senior Developer,67246,5000,22,11557.91,83803.91,10056.47,1125.0,2095.1,70527.34,active,2018-10-27,2024-01-31
249,EMP-1249,Employee 249,Finance,Accountant,39061,2000,12,3661.97,44722.97,5366.76,1125.0,1118.07,37113.14,resigned,2018-03-15,2024-01-31
250,EMP-1250,Employee 250,Marketing,Brand Strategist,43372,2000,29,9826.47,55198.47,6623.82,1125.0,1379.96,46069.69,active,2022-10-15,2024-01-31
251,EMP-1251,Employee 251,Marketing,Marketing Associate,27520,5000,37,7955.0,40475.0,4857.0,1125.0,1011.88,33481.12,resigned,2018-04-18,2024-01-31
252,EMP-1252,Employee 252,Engineering,Senior Developer,72611,2000,16,9076.38,83687.38,10042.49,1125.0,2092.18,70427.71,active,2020-08-26,2024-01-31
253,EMP-1253,Employee 253,Finance,Finance Manager,65918,7500,4,2059.94,75477.94,9057.35,1125.0,1886.95,63408.64,on_leave,2018-06-28,2024-01-31
254,EMP-1254,Employee 254,Marketing,Brand Strategist,47993,3000,35,13123.09,64116.09,7693.93,1125.0,1602.9,53694.26,active,2018-06-22,2024-01-31
255,EMP-1255,Employee 255,Operations,Logistics Officer,37203,5000,22,6394.27,48597.27,5831.67,1125.0,1214.93,40425.67,active,2022-08-21,2024-01-31
256,EMP-1256,Employee 256,Operations,Logistics Officer,36218,7500,2,565.91,44283.91,5314.07,1125.0,1107.1,36737.74,active,2019-09-11,2024-01-31
257,EMP-1257,Employee 257,Marketing,Brand Strategist,42425,5000,38,12594.92,60019.92,7202.39,1125.0,1500.5,50192.03,active,2023-03-07,2024-01-31
258,EMP-1258,Employee 258,HR,HR Associate,23453,7500,28,5130.34,36083.34,4330.0,1125.0,902.08,29726.26,active,2021-04-01,2024-01-31
259,EMP-1259,Employee 259,Engineering,Junior Developer,32272,5000,14,3529.75,40801.75,4896.21,1125.0,1020.04,33760.5,on_leave,2021-10-20,2024-01-31
260,EMP-1260,Employee 260,Engineering,Tech Lead,95294,5000,28,20845.56,121139.56,14536.75,1125.0,3028.49,102449.32,active,2022-09-04,2024-01-31
261,EMP-1261,Employee 261,Operations,Operations Analyst,30829,7500,15,3612.77,41941.77,5033.01,1125.0,1048.54,34735.22,active,2018-04-08,2024-01-31
262,EMP-1262,Employee 262,Finance,Financial Analyst,41629,3000,16,5203.62,49832.62,5979.91,1125.0,1245.82,41481.89,active,2018-10-18,2024-01-31
263,EMP-1263,Employee 263,Finance,Financial Analyst,37052,7500,30,8684.06,53236.06,6388.33,1125.0,1330.9,44391.83,active,2021-12-26,2024-01-31
264,EMP-1264,Employee 264,Sales,Sales Manager,54712,2000,32,13678.0,70390.0,8446.8,1125.0,1759.75,59058.45,on_leave,2021-12-10,2024-01-31
265,EMP-1265,Employee 265,Finance,Financial Analyst,37493,2000,15,4393.71,43886.71,5266.41,1125.0,1097.17,36398.13,on_leave,2020-12-17,2024-01-31
266,EMP-1266,Employee 266,HR,Recruiter,32041,3000,10,2503.2,37544.2,4505.3,1125.0,938.61,30975.29,active,2020-07-06,2024-01-31
267,EMP-1267,Employee 267,Marketing,Marketing Manager,56894,5000,35,15556.95,77450.95,9294.11,1125.0,1936.27,65095.57,active,2023-03-25,2024-01-31
268,EMP-1268,Employee 268,Finance,Financial Analyst,39929,5000,17,5303.07,50232.07,6027.85,1125.0,1255.8,41823.42,active,2022-05-02,2024-01-31
269,EMP-1269,Employee 269,Sales,Account Executive,40828,5000,15,4784.53,50612.53,6073.5,1125.0,1265.31,42148.72,active,2022-09-28,2024-01-31
270,EMP-1270,Employee 270,Marketing,Brand Strategist,46441,2000,0,0.0,48441.0,5812.92,1125.0,1211.03,40292.05,active,2021-04-08,2024-01-31
271,EMP-1271,Employee 271,Sales,Sales Manager,51846,3000,28,11341.31,66187.31,7942.48,1125.0,1654.68,55465.15,resigned,2023-04-04,2024-01-31
272,EMP-1272,Employee 272,Sales,Account Executive,43301,5000,16,5412.62,53713.62,6445.63,1125.0,1342.84,44800.15,active,2020-10-22,2024-01-31
273,EMP-1273,Employee 273,Engineering,Junior Developer,37738,3000,11,3243.11,43981.11,5277.73,1125.0,1099.53,36478.85,active,2023-02-23,2024-01-31
274,EMP-1274,Employee 274,Marketing,Marketing Associate,27268,7500,32,6817.0,41585.0,4990.2,1125.0,1039.62,34430.18,resigned,2021-02-28,2024-01-31
275,EMP-1275,Employee 275,Sales,Sales Manager,50294,5000,19,7465.52,62759.52,7531.14,1125.0,1568.99,52534.39,on_leave,2022-12-20,2024-01-31
276,EMP-1276,Employee 276,HR,HR Manager,51439,7500,30,12056.02,70995.02,8519.4,1125.0,1774.88,59575.74,active,2022-03-29,2024-01-31
277,EMP-1277,Employee 277,Marketing,Marketing Associate,26652,2000,38,7912.31,36564.31,4387.72,1125.0,914.11,30137.48,active,2020-04-10,2024-01-31
278,EMP-1278,Employee 278,Operations,Logistics Officer,37278,7500,17,4950.98,49728.98,5967.48,1125.0,1243.22,41393.28,active,2023-05-29,2024-01-31
279,EMP-1279,Employee 279,Finance,Finance Manager,66291,7500,15,7768.48,81559.48,9787.14,1125.0,2038.99,68608.35,active,2019-08-29,2024-01-31
280,EMP-1280,Employee 280,HR,HR Manager,51635,7500,31,12505.35,71640.35,8596.84,1125.0,1791.01,60127.5,active,2018-10-16,2024-01-31
281,EMP-1281,Employee 281,HR,HR Associate,23716,5000,33,6114.28,34830.28,4179.63,1125.0,870.76,28654.89,active,2021-01-15,2024-01-31
282,EMP-1282,Employee 282,Marketing,Marketing Associate,25300,5000,14,2767.19,33067.19,3968.06,1125.0,826.68,27147.45,resigned,2019-10-16,2024-01-31
283,EMP-1283,Employee 283,Finance,Financial Analyst,38688,5000,22,6649.5,50337.5,6040.5,1125.0,1258.44,41913.56,resigned,2021-04-28,2024-01-31
284,EMP-1284,Employee 284,HR,HR Associate,27870,3000,5,1088.67,31958.67,3835.04,1125.0,798.97,26199.66,active,2022-02-01,2024-01-31
285,EMP-1285,Employee 285,Finance,Finance Manager,62753,7500,23,11275.93,81528.93,9783.47,1125.0,2038.22,68582.24,active,2018-04-23,2024-01-31
286,EMP-1286,Employee 286,HR,Recruiter,30902,3000,28,6759.81,40661.81,4879.42,1125.0,1016.55,33640.84,active,2018-07-21,2024-01-31
287,EMP-1287,Employee 287,HR,Recruiter,28061,5000,3,657.68,33718.68,4046.24,1125.0,842.97,27704.47,active,2023-04-03,2024-01-31
288,EMP-1288,Employee 288,Operations,Logistics Officer,32881,2000,33,8477.13,43358.13,5202.98,1125.0,1083.95,35946.2,active,2022-01-03,2024-01-31
289,EMP-1289,Employee 289,Sales,Sales Manager,53543,5000,28,11712.53,70255.53,8430.66,1125.0,1756.39,58943.48,active,2019-05-07,2024-01-31
290,EMP-1290,Employee 290,Operations,Operations Analyst,31295,7500,29,7090.27,45885.27,5506.23,1125.0,1147.13,38106.91,on_leave,2019-05-18,2024-01-31
291,EMP-1291,Employee 291,HR,Recruiter,32775,3000,17,4352.93,40127.93,4815.35,1125.0,1003.2,33184.38,on_leave,2020-01-25,2024-01-31
292,EMP-1292,Employee 292,HR,Recruiter,31471,5000,23,5654.95,42125.95,5055.11,1125.0,1053.15,34892.69,resigned,2019-06-12,2024-01-31
293,EMP-1293,Employee 293,Finance,Finance Manager,62962,2000,7,3443.23,68405.23,8208.63,1125.0,1710.13,57361.47,active,2022-08-17,2024-01-31
294,EMP-1294,Employee 294,Finance,Finance Manager,64081,2000,34,17021.52,83102.52,9972.3,1125.0,2077.56,69927.66,active,2021-02-10,2024-01-31
295,EMP-1295,Employee 295,Marketing,Marketing Associate,30881,3000,36,8685.28,42566.28,5107.95,1125.0,1064.16,35269.17,resigned,2021-08-10,2024-01-31
296,EMP-1296,Employee 296,HR,Recruiter,31512,3000,40,9847.5,44359.5,5323.14,1125.0,1108.99,36802.37,active,2022-04-01,2024-01-31
297,EMP-1297,Employee 297,Marketing,Brand Strategist,42981,2000,8,2686.31,47667.31,5720.08,1125.0,1191.68,39630.55,resigned,2021-01-29,2024-01-31
298,EMP-1298,Employee 298,Operations,Logistics Officer,33134,7500,25,6471.48,47105.48,5652.66,1125.0,1177.64,39150.18,active,2020-02-26,2024-01-31
299,EMP-1299,Employee 299,Marketing,Marketing Associate,30605,7500,5,1195.51,39300.51,4716.06,1125.0,982.51,32476.94,on_leave,2020-07-15,2024-01-31
300,EMP-1300,Employee 300,Engineering,Senior Developer,68934,5000,36,19387.69,93321.69,11198.6,1125.0,2333.04,78665.05,active,2022-11-03,2024-01-31
301,EMP-1301,Employee 301,Engineering,Tech Lead,95425,2000,0,0.0,97425.0,11691.0,1125.0,2435.62,82173.38,active,2020-03-31,2024-01-31
302,EMP-1302,Employee 302,Finance,Finance Manager,65504,7500,26,13305.5,86309.5,10357.14,1125.0,2157.74,72669.62,on_leave,2023-03-12,2024-01-31
303,EMP-1303,Employee 303,Marketing,Marketing Manager,54523,5000,20,8519.22,68042.22,8165.07,1125.0,1701.06,57051.09,on_leave,2020-05-17,2024-01-31
304,EMP-1304,Employee 304,Finance,Financial Analyst,42575,2000,31,10311.13,54886.13,6586.34,1125.0,1372.15,45802.64,active,2020-04-02,2024-01-31
305,EMP-1305,Employee 305,Sales,Sales Manager,53440,5000,17,7097.5,65537.5,7864.5,1125.0,1638.44,54909.56,resigned,2019-02-03,2024-01-31
306,EMP-1306,Employee 306,Marketing,Brand Strategist,46781,3000,22,8040.48,57821.48,6938.58,1125.0,1445.54,48312.36,active,2019-07-03,2024-01-31
307,EMP-1307,Employee 307,HR,Recruiter,28140,5000,35,7694.53,40834.53,4900.14,1125.0,1020.86,33788.53,active,2022-09-26,2024-01-31
308,EMP-1308,Employee 308,Sales,Sales Associate,26756,7500,24,5016.75,39272.75,4712.73,1125.0,981.82,32453.2,active,2023-04-14,2024-01-31
309,EMP-1309,Employee 309,Finance,Financial Analyst,40839,3000,24,7657.31,51496.31,6179.56,1125.0,1287.41,42904.34,resigned,2023-01-24,2024-01-31
310,EMP-1310,Employee 310,Engineering,Senior Developer,69066,7500,30,16187.34,92753.34,11130.4,1125.0,2318.83,78179.11,active,2020-05-18,2024-01-31
311,EMP-1311,Employee 311,HR,Recruiter,29311,5000,30,6869.77,41180.77,4941.69,1125.0,1029.52,34084.56,active,2020-10-23,2024-01-31
312,EMP-1312,Employee 312,Finance,Accountant,38145,7500,28,8344.22,53989.22,6478.71,1125.0,1349.73,45035.78,active,2019-03-18,2024-01-31
313,EMP-1313,Employee 313,HR,HR Manager,49169,2000,39,14981.18,66150.18,7938.02,1125.0,1653.75,55433.41,active,2020-07-30,2024-01-31
314,EMP-1314,Employee 314,Marketing,Brand Strategist,44443,5000,8,2777.69,52220.69,6266.48,1125.0,1305.52,43523.69,active,2018-10-14,2024-01-31
315,EMP-1315,Employee 315,Operations,Operations Analyst,33589,7500,19,4985.87,46074.87,5528.98,1125.0,1151.87,38269.02,active,2018-02-22,2024-01-31
316,EMP-1316,Employee 316,Engineering,Senior Developer,70403,3000,13,7150.3,80553.3,9666.4,1125.0,2013.83,67748.07,on_leave,2023-02-10,2024-01-31
317,EMP-1317,Employee 317,HR,HR Associate,22895,7500,0,0.0,30395.0,3647.4,1125.0,759.88,24862.72,on_leave,2019-11-23,2024-01-31
318,EMP-1318,Employee 318,Sales,Account Executive,44545,5000,7,2436.05,51981.05,6237.73,1125.0,1299.53,43318.79,active,2023-02-20,2024-01-31
319,EMP-1319,Employee 319,Finance,Finance Manager,62629,3000,32,15657.25,81286.25,9754.35,1125.0,2032.16,68374.74,active,2021-12-25,2024-01-31
320,EMP-1320,Employee 320,Marketing,Brand Strategist,43002,2000,0,0.0,45002.0,5400.24,1125.0,1125.05,37351.71,resigned,2021-05-26,2024-01-31
321,EMP-1321,Employee 321,Engineering,Senior Developer,68295,3000,10,5335.55,76630.55,9195.67,1125.0,1915.76,64394.12,resigned,2019-07-03,2024-01-31
322,EMP-1322,Employee 322,Marketing,Marketing Manager,53984,2000,32,13496.0,69480.0,8337.6,1125.0,1737.0,58280.4,active,2019-10-21,2024-01-31
323,EMP-1323,Employee 323,Finance,Finance Manager,64715,3000,30,15167.58,82882.58,9945.91,1125.0,2072.06,69739.61,active,2018-07-03,2024-01-31
324,EMP-1324,Employee 324,Sales,Sales Manager,51478,7500,25,10054.3,69032.3,8283.88,1125.0,1725.81,57897.61,active,2022-01-17,2024-01-31
325,EMP-1325,Employee 325,Engineering,Tech Lead,94237,7500,22,16196.98,117933.98,14152.08,1125.0,2948.35,99708.55,active,2022-04-06,2024-01-31
326,EMP-1326,Employee 326,Finance,Financial Analyst,42880,7500,21,7035.0,57415.0,6889.8,1125.0,1435.38,47964.82,on_leave,2019-11-12,2024-01-31
327,EMP-1327,Employee 327,Sales,Sales Manager,52570,3000,37,15196.02,70766.02,8491.92,1125.0,1769.15,59379.95,active,2022-03-13,2024-01-31
328,EMP-1328,Employee 328,Finance,Accountant,35077,3000,9,2466.35,40543.35,4865.2,1125.0,1013.58,33539.57,resigned,2022-10-15,2024-01-31
329,EMP-1329,Employee 329,Engineering,Tech Lead,95090,5000,27,20058.05,120148.05,14417.77,1125.0,3003.7,101601.58,active,2022-01-21,2024-01-31
330,EMP-1330,Employee 330,Marketing,Brand Strategist,42563,2000,10,3325.23,47888.23,5746.59,1125.0,1197.21,39819.43,resigned,2022-06-27,2024-01-31
331,EMP-1331,Employee 331,Sales,Sales Manager,54242,5000,30,12712.97,71954.97,8634.6,1125.0,1798.87,60396.5,resigned,2019-08-12,2024-01-31
332,EMP-1332,Employee 332,Operations,Logistics Officer,37415,2000,1,292.3,39707.3,4764.88,1125.0,992.68,32824.74,resigned,2021-04-19,2024-01-31
333,EMP-1333,Employee 333,Operations,Operations Analyst,33170,3000,5,1295.7,37465.7,4495.88,1125.0,936.64,30908.18,active,2021-06-15,2024-01-31
334,EMP-1334,Employee 334,Operations,Logistics Officer,33133,7500,27,6988.99,47621.99,5714.64,1125.0,1190.55,39591.8,active,2018-11-28,2024-01-31
335,EMP-1335,Employee 335,Engineering,Senior Developer,72859,5000,25,14230.27,92089.27,11050.71,1125.0,2302.23,77611.33,resigned,2018-05-15,2024-01-31
336,EMP-1336,Employee 336,Sales,Account Executive,40752,2000,19,6049.12,48801.12,5856.13,1125.0,1220.03,40599.96,resigned,2020-07-29,2024-01-31
337,EMP-1337,Employee 337,Operations,Operations Analyst,34572,2000,25,6752.34,43324.34,5198.92,1125.0,1083.11,35917.31,resigned,2022-12-22,2024-01-31
338,EMP-1338,Employee 338,Finance,Financial Analyst,41977,5000,11,3607.4,50584.4,6070.13,1125.0,1264.61,42124.66,active,2019-02-15,2024-01-31
339,EMP-1339,Employee 339,Sales,Sales Manager,50454,3000,25,9854.3,63308.3,7597.0,1125.0,1582.71,53003.59,active,2021-02-03,2024-01-31
340,EMP-1340,Employee 340,Operations,Logistics Officer,35001,5000,9,2461.01,42462.01,5095.44,1125.0,1061.55,35180.02,active,2020-10-08,2024-01-31
341,EMP-1341,Employee 341,HR,HR Associate,22601,7500,39,6886.24,36987.24,4438.47,1125.0,924.68,30499.09,on_leave,2018-03-04,2024-01-31
342,EMP-1342,Employee 342,Engineering,Junior Developer,33828,7500,5,1321.41,42649.41,5117.93,1125.0,1066.24,35340.24,active,2018-01-16,2024-01-31
343,EMP-1343,Employee 343,Marketing,Marketing Associate,26877,7500,21,4409.51,38786.51,4654.38,1125.0,969.66,32037.47,active,2018-08-13,2024-01-31
