emp_id,employee_code,full_name,email,dept_id,position,salary,performance_score,absences,overtime_hrs,status,hire_date
232,EMP-2232,Gelo Torres,gelo.torres@company.com,8,Support Associate,19663.93,4.33,16,28,active,2021-01-30
233,EMP-2233,Rosa Gomez,rosa.gomez@company.com,8,Support Manager,54725.44,2.21,22,26,on_leave,2020-09-15
234,EMP-2234,Paolo Go,paolo.go@company.com,6,Operations Manager,68344.4,1.37,18,73,resigned,2022-05-16
235,EMP-2235,Sofia dela Cruz,sofia.delacruz@company.com,10,SVP,257180.13,3.66,15,7,active,2021-05-19
236,EMP-2236,Juan Reyes,juan.reyes@company.com,5,Sales Specialist,40413.15,2.05,22,58,active,2021-07-20
237,EMP-2237,Hannah Ortiz,hannah.ortiz@company.com,7,Data Engineer,91227.37,3.24,11,57,active,2018-12-30
238,EMP-2238,Bianca Aquino,bianca.aquino@company.com,4,HR Manager,74539.22,3.51,26,12,on_leave,2021-07-02
239,EMP-2239,Gelo Ramos,gelo.ramos@company.com,10,SVP,251159.63,3.14,19,16,on_leave,2019-10-22
240,EMP-2240,Paolo Bautista,paolo.bautista@company.com,1,Tech Lead,110310.67,2.74,3,49,active,2015-11-29
241,EMP-2241,Carlo Rivera,carlo.rivera@company.com,9,Senior Associate,75619.09,2.59,6,67,active,2022-03-14
242,EMP-2242,Ivan Gomez,ivan.gomez@company.com,3,Finance Manager,98866.7,1.94,17,42,resigned,2020-06-29
243,EMP-2243,Rachel Castro,rachel.castro@company.com,6,Operations Manager,60491.16,3.36,0,22,on_leave,2016-12-04
244,EMP-2244,Ana Torres,ana.torres@company.com,6,Operations Analyst,35251.35,1.73,11,9,active,2015-09-18
245,EMP-2245,Sofia Morales,sofia.morales@company.com,3,Financial Analyst,45368.22,4.45,16,31,active,2015-07-17
246,EMP-2246,Mark Torres,mark.torres@company.com,2,Marketing Associate,26363.94,3.55,13,77,active,2022-01-28
247,EMP-2247,Mark Reyes,mark.reyes@company.com,6,Operations Specialist,47052.15,2.81,30,3,active,2019-05-03
248,EMP-2248,Lucia Ortiz,lucia.ortiz@company.com,1,Senior Developer,84574.18,4.09,29,48,active,2019-12-18
249,EMP-2249,Nina dela Cruz,nina.delacruz@company.com,6,Operations Specialist,52379.22,1.91,26,0,active,2018-10-28
250,EMP-2250,Gelo Tan,gelo.tan@company.com,1,Tech Lead,117702.67,3.44,0,31,active,2021-11-30
251,EMP-2251,Ana Lim,ana.lim@company.com,3,CFO,155394.83,1.08,3,61,active,2018-05-09
252,EMP-2252,Antonio Morales,antonio.morales@company.com,9,Senior Associate,66975.04,2.31,6,51,on_leave,2018-10-22
253,EMP-2253,Elena Morales,elena.morales@company.com,3,Senior Analyst,65125.21,4.83,28,80,resigned,2018-03-15
254,EMP-2254,Juan Garcia,juan.garcia@company.com,2,Marketing Manager,64628.0,1.42,6,76,active,2015-04-11
255,EMP-2255,Rafael Torres,rafael.torres@company.com,4,HR Director,80613.66,3.14,17,28,active,2020-09-21
256,EMP-2256,Faith dela Cruz,faith.delacruz@company.com,5,Sales Associate,31506.83,2.91,5,73,active,2023-02-05
257,EMP-2257,Carlo Tan,carlo.tan@company.com,3,Finance Manager,83499.43,3.94,14,26,on_leave,2021-03-15
258,EMP-2258,Antonio Go,antonio.go@company.com,1,Tech Lead,125639.93,1.13,30,78,on_leave,2016-06-02
259,EMP-2259,Donna Torres,donna.torres@company.com,6,Operations Analyst,29544.03,4.6,21,63,active,2015-05-02
260,EMP-2260,Carlo Villanueva,carlo.villanueva@company.com,10,CEO,471800.07,1.39,26,21,active,2019-10-20
261,EMP-2261,Diego Bautista,diego.bautista@company.com,4,HR Specialist,41902.82,3.4,27,39,resigned,2016-06-18
262,EMP-2262,Ana Go,ana.go@company.com,7,Data Engineer,71863.09,1.25,13,31,active,2016-01-31
263,EMP-2263,Bianca Torres,bianca.torres@company.com,4,HR Associate,23336.84,3.68,24,50,active,2022-09-03
264,EMP-2264,Hannah dela Cruz,hannah.delacruz@company.com,7,Data Analyst,41522.98,4.35,19,19,active,2017-03-23
265,EMP-2265,Cedric Tan,cedric.tan@company.com,7,Senior Data Analyst,81841.6,1.48,6,63,on_leave,2020-07-12
266,EMP-2266,Donna Go,donna.go@company.com,5,Sales Specialist,42011.92,3.93,7,75,active,2020-08-05
267,EMP-2267,Mark Ramos,mark.ramos@company.com,8,Support Manager,63567.48,4.04,20,11,active,2018-08-19
268,EMP-2268,Lisa Gomez,lisa.gomez@company.com,3,Financial Analyst,53659.05,3.38,2,48,resigned,2020-09-29
269,EMP-2269,Hannah Ramos,hannah.ramos@company.com,8,Senior Support,33929.9,1.16,16,31,active,2023-01-19
270,EMP-2270,Ana Aquino,ana.aquino@company.com,2,Brand Director,81200.61,2.33,5,13,active,2022-12-08
271,EMP-2271,Gelo Garcia,gelo.garcia@company.com,6,Operations Manager,72940.96,3.56,20,45,active,2019-06-30
272,EMP-2272,Diego Rivera,diego.rivera@company.com,10,VP,191055.23,2.43,1,73,active,2016-08-10
273,EMP-2273,Miguel Torres,miguel.torres@company.com,5,Sales Director,116277.42,2.61,19,79,active,2021-08-28
274,EMP-2274,Antonio Lim,antonio.lim@company.com,9,Legal Manager,96116.99,2.34,8,0,on_leave,2022-01-26
275,EMP-2275,Cedric Go,cedric.go@company.com,8,Support Director,70711.17,4.73,25,17,active,2019-06-19
276,EMP-2276,Maria Torres,maria.torres@company.com,8,Senior Support,33729.64,1.37,11,77,active,2018-08-19
277,EMP-2277,Hannah Tan,hannah.tan@company.com,10,CEO,425899.43,1.68,26,75,on_leave,2020-12-06
278,EMP-2278,Antonio Tan,antonio.tan@company.com,5,Sales Associate,33177.22,2.16,20,0,on_leave,2016-07-04
279,EMP-2279,Andrei Diaz,andrei.diaz@company.com,5,Sales Manager,64013.78,2.64,16,79,active,2019-10-21
280,EMP-2280,Juan dela Cruz,juan.delacruz@company.com,4,HR Manager,67604.57,1.65,1,28,active,2020-06-21
281,EMP-2281,Ana Diaz,ana.diaz@company.com,2,Marketing Manager,79056.98,4.1,11,67,active,2023-03-06
282,EMP-2282,Maria Ortiz,maria.ortiz@company.com,5,Sales Associate,30795.27,1.58,17,12,active,2016-12-22
283,EMP-2283,Rafael Lim,rafael.lim@company.com,1,Junior Developer,37927.93,3.0,7,52,on_leave,2021-06-07
284,EMP-2284,Rosa Go,rosa.go@company.com,9,Legal Manager,129350.74,3.57,25,27,resigned,2021-11-22
285,EMP-2285,Ana Garcia,ana.garcia@company.com,7,Data Engineer,79700.17,1.12,11,18,active,2020-07-13
286,EMP-2286,Carlo Go,carlo.go@company.com,7,Data Engineer,95234.62,2.87,22,60,active,2020-02-08
287,EMP-2287,Rachel Ortiz,rachel.ortiz@company.com,10,CEO,405606.93,3.47,21,23,active,2018-11-04
288,EMP-2288,Faith Castro,faith.castro@company.com,8,Support Manager,53113.15,4.18,7,16,active,2019-05-05
289,EMP-2289,Sofia Aquino,sofia.aquino@company.com,4,HR Manager,63393.61,3.18,5,30,active,2016-01-16
290,EMP-2290,Jose Rivera,jose.rivera@company.com,10,SVP,240235.58,1.35,18,69,active,2022-08-15
291,EMP-2291,Faith Diaz,faith.diaz@company.com,4,HR Associate,27825.53,2.01,16,44,resigned,2018-07-28
292,EMP-2292,Gelo Diaz,gelo.diaz@company.com,5,Sales Director,125051.7,3.63,2,78,active,2023-02-02
293,EMP-2293,Juan Gomez,juan.gomez@company.com,7,Data Science Lead,117873.58,4.2,20,28,resigned,2016-02-05
294,EMP-2294,Bianca Gomez,bianca.gomez@company.com,6,Operations Specialist,59502.67,1.09,24,15,resigned,2018-06-15
295,EMP-2295,Hannah Torres,hannah.torres@company.com,4,HR Associate,24944.43,3.04,8,16,on_leave,2020-07-28
296,EMP-2296,Rosa Aquino,rosa.aquino@company.com,4,HR Director,97414.1,2.73,12,26,resigned,2017-07-10
297,EMP-2297,Lisa Santos,lisa.santos@company.com,1,Junior Developer,34474.17,1.42,28,19,on_leave,2020-12-05
298,EMP-2298,Ana Lim,ana.lim@company.com,9,General Counsel,158976.04,2.85,30,75,active,2020-09-11
299,EMP-2299,Ivan Mendoza,ivan.mendoza@company.com,8,Support Manager,49410.19,2.86,19,56,on_leave,2017-04-29
300,EMP-2300,Maria Bautista,maria.bautista@company.com,3,CFO,200657.08,1.35,1,33,on_leave,2018-02-23
301,EMP-2301,Andrei Morales,andrei.morales@company.com,2,Marketing Specialist,53460.24,1.96,1,62,on_leave,2016-05-04
302,EMP-2302,Jose Diaz,jose.diaz@company.com,4,HR Associate,30217.7,4.39,11,9,active,2016-07-21
303,EMP-2303,Kevin Tan,kevin.tan@company.com,1,Software Architect,132292.93,4.91,29,53,active,2016-05-26
304,EMP-2304,Lucia Villanueva,lucia.villanueva@company.com,6,Operations Manager,81678.52,4.31,11,23,active,2018-12-23
305,EMP-2305,Edgar Rivera,edgar.rivera@company.com,4,HR Associate,31537.88,1.39,2,10,on_leave,2017-06-14
306,EMP-2306,Bianca Torres,bianca.torres@company.com,10,C-Suite,368384.82,1.48,17,2,active,2015-02-23
307,EMP-2307,Sofia Flores,sofia.flores@company.com,1,Software Architect,161492.06,4.64,30,32,active,2020-04-14
308,EMP-2308,Juan Villanueva,juan.villanueva@company.com,1,Junior Developer,38798.25,3.11,18,4,active,2019-03-21
309,EMP-2309,Rachel Torres,rachel.torres@company.com,10,C-Suite,334960.7,4.59,16,37,active,2022-05-04
310,EMP-2310,Faith Morales,faith.morales@company.com,7,Data Analyst,42883.98,1.76,6,16,on_leave,2022-06-06
311,EMP-2311,Gelo dela Cruz,gelo.delacruz@company.com,4,HR Associate,30478.8,4.21,8,10,active,2017-11-08
312,EMP-2312,Bianca Bautista,bianca.bautista@company.com,1,Software Architect,154964.36,2.46,22,67,active,2019-04-07
313,EMP-2313,Miguel Tan,miguel.tan@company.com,8,Support Associate,24943.73,1.72,16,16,active,2015-11-17
314,EMP-2314,Jose Santos,jose.santos@company.com,8,Senior Support,31976.27,1.9,0,40,active,2022-08-04
315,EMP-2315,Rachel Diaz,rachel.diaz@company.com,1,Senior Developer,68574.16,3.53,13,37,on_leave,2018-08-08
316,EMP-2316,Sofia Villanueva,sofia.villanueva@company.com,1,Software Architect,166009.75,1.61,0,73,on_leave,2020-08-29
317,EMP-2317,Miguel Go,miguel.go@company.com,9,General Counsel,179733.45,3.46,7,14,on_leave,2018-09-29
318,EMP-2318,Donna Ortiz,donna.ortiz@company.com,4,HR Specialist,47613.95,1.82,28,50,active,2016-12-17
319,EMP-2319,Cedric dela Cruz,cedric.delacruz@company.com,3,Financial Analyst,42696.33,4.4,8,80,on_leave,2020-01-04
320,EMP-2320,Sofia Villanueva,sofia.villanueva@company.com,6,COO,143920.22,2.17,12,70,active,2015-01-10
321,EMP-2321,Gelo Flores,gelo.flores@company.com,9,Senior Associate,78686.14,3.95,23,41,resigned,2018-08-12
322,EMP-2322,Rachel Morales,rachel.morales@company.com,7,Data Science Lead,110600.06,3.71,10,25,on_leave,2020-08-18
323,EMP-2323,Rosa Flores,rosa.flores@company.com,2,Marketing Associate,27997.76,1.56,27,1,active,2016-11-05
324,EMP-2324,Carlo Bautista,carlo.bautista@company.com,9,Senior Associate,76625.7,3.46,5,41,active,2015-07-09
325,EMP-2325,Jose Morales,jose.morales@company.com,4,HR Manager,59416.84,4.92,5,6,active,2023-03-08
326,EMP-2326,Ivan Mendoza,ivan.mendoza@company.com,10,VP,197841.52,2.17,27,77,active,2022-07-22
327,EMP-2327,Andrei Castro,andrei.castro@company.com,6,Operations Specialist,42439.56,1.64,16,50,resigned,2021-03-06
328,EMP-2328,Lisa Lim,lisa.lim@company.com,9,Legal Associate,50373.19,4.96,12,21,active,2015-08-28
329,EMP-2329,Jose Villanueva,jose.villanueva@company.com,1,Tech Lead,127492.26,3.29,21,16,active,2022-11-01
330,EMP-2330,Jasmine Reyes,jasmine.reyes@company.com,2,Marketing Manager,76522.22,3.81,26,76,active,2021-06-04
331,EMP-2331,Ana Gomez,ana.gomez@company.com,5,Sales Associate,24896.22,3.12,12,63,active,2015-09-17
332,EMP-2332,Juan Morales,juan.morales@company.com,7,Data Analyst,47466.66,3.72,20,13,active,2017-02-15
333,EMP-2333,Bianca dela Cruz,bianca.delacruz@company.com,4,HR Manager,58132.38,4.05,4,41,on_leave,2018-09-21
334,EMP-2334,Rosa Lim,rosa.lim@company.com,6,Operations Manager,87161.15,1.92,19,16,active,2015-07-02
335,EMP-2335,Carmen Garcia,carmen.garcia@company.com,4,HR Associate,24465.06,3.16,10,39,resigned,2016-08-06
336,EMP-2336,Rachel Diaz,rachel.diaz@company.com,5,Sales Manager,66956.73,4.79,22,66,active,2015-11-26
337,EMP-2337,Lisa dela Cruz,lisa.delacruz@company.com,10,CEO,493372.65,2.65,5,5,resigned,2018-01-15
338,EMP-2338,Cedric Villanueva,cedric.villanueva@company.com,7,Data Science Lead,150492.76,3.45,26,74,on_leave,2019-05-26
339,EMP-2339,Rosa Go,rosa.go@company.com,2,Marketing Associate,30390.75,3.85,25,73,active,2019-03-21
340,EMP-2340,Lucia Torres,lucia.torres@company.com,1,Tech Lead,125075.82,3.61,14,46,resigned,2019-06-06
341,EMP-2341,Jasmine Ramos,jasmine.ramos@company.com,3,Senior Analyst,66179.06,3.85,3,30,active,2018-11-23
342,EMP-2342,Sofia Torres,sofia.torres@company.com,9,Senior Associate,93251.97,4.25,15,67,active,2015-12-31
343,EMP-2343,Rachel Castro,rachel.castro@company.com,6,Operations Manager,68245.62,3.97,10,32,active,2017-11-02
344,EMP-2344,Hannah Reyes,hannah.reyes@company.com,2,Marketing Associate,25321.37,4.2,13,20,active,2022-03-13
345,EMP-2345,Maria Reyes,maria.reyes@company.com,7,Data Engineer,109996.9,4.12,26,2,active,2018-01-10
346,EMP-2346,Miguel Mendoza,miguel.mendoza@company.com,9,General Counsel,165466.99,1.86,7,7,active,2018-08-17
347,EMP-2347,Paolo Aquino,paolo.aquino@company.com,10,VP,154793.38,4.07,27,18,active,2019-12-04
348,EMP-2348,Jose Bautista,jose.bautista@company.com,4,HR Specialist,33525.91,1.93,1,33,resigned,2017-08-04
349,EMP-2349,Paolo Ortiz,paolo.ortiz@company.com,1,Tech Lead,101457.33,3.59,24,26,active,2018-01-08
350,EMP-2350,Cedric Bautista,cedric.bautista@company.com,8,Senior Support,33241.46,3.0,20,66,on_leave,2018-03-25
351,EMP-2351,Lucia Aquino,lucia.aquino@company.com,1,Software Architect,133868.06,2.77,14,60,active,2020-06-24
352,EMP-2352,Edgar Garcia,edgar.garcia@company.com,9,Legal Associate,40971.98,3.59,10,72,resigned,2020-02-05
353,EMP-2353,Diego Go,diego.go@company.com,9,Senior Associate,84245.01,4.29,26,51,active,2021-04-21
354,EMP-2354,Paolo Gomez,paolo.gomez@company.com,5,Sales Associate,32592.8,3.95,19,66,active,2015-10-10
355,EMP-2355,Carmen Lim,carmen.lim@company.com,8,Support Associate,19205.04,2.53,2,47,resigned,2022-05-10
356,EMP-2356,Diego Santos,diego.santos@company.com,10,C-Suite,295662.12,4.86,27,14,active,2018-11-10
357,EMP-2357,Ivan Aquino,ivan.aquino@company.com,3,Finance Manager,90864.45,2.86,8,62,active,2017-05-30
358,EMP-2358,Antonio Tan,antonio.tan@company.com,10,CEO,456992.17,1.65,20,53,on_leave,2020-11-23
359,EMP-2359,Diego Gomez,diego.gomez@company.com,1,Tech Lead,90709.34,2.49,8,27,active,2020-03-01
360,EMP-2360,Ivan Tan,ivan.tan@company.com,3,Senior Analyst,72369.56,1.56,21,73,on_leave,2021-06-15
361,EMP-2361,Lisa Santos,lisa.santos@company.com,1,Software Architect,130571.57,4.45,7,14,active,2015-09-02
362,EMP-2362,Hannah Ramos,hannah.ramos@company.com,1,Software Architect,139184.8,4.99,5,22,on_leave,2017-04-08
363,EMP-2363,Ivan Castro,ivan.castro@company.com,6,Operations Specialist,48052.46,3.21,27,60,active,2015-04-09
364,EMP-2364,Carmen Tan,carmen.tan@company.com,7,Data Analyst,49323.26,2.47,5,36,resigned,2021-02-12
365,EMP-2365,Mark Rivera,mark.rivera@company.com,7,Data Science Lead,119374.93,1.0,27,77,on_leave,2022-10-03
366,EMP-2366,Diego Rivera,diego.rivera@company.com,4,HR Director,90432.96,3.85,24,33,active,2015-01-24
367,EMP-2367,Carlo Flores,carlo.flores@company.com,9,Legal Associate,51538.12,1.81,3,43,on_leave,2021-08-14
368,EMP-2368,Faith Garcia,faith.garcia@company.com,7,Data Analyst,46011.24,4.44,11,57,active,2020-08-05
369,EMP-2369,Lucia Bautista,lucia.bautista@company.com,8,Support Director,81090.44,4.65,1,0,active,2016-11-28
370,EMP-2370,Bianca Tan,bianca.tan@company.com,2,Marketing Associate,31315.34,3.65,6,50,active,2021-08-18
371,EMP-2371,Carlo Castro,carlo.castro@company.com,10,SVP,237018.2,3.88,12,71,active,2022-12-30
372,EMP-2372,Miguel Tan,miguel.tan@company.com,2,Marketing Manager,63033.05,1.87,30,79,active,2019-11-27
373,EMP-2373,Hannah Tan,hannah.tan@company.com,4,HR Specialist,49428.19,3.54,5,41,active,2016-12-25
374,EMP-2374,Jose dela Cruz,jose.delacruz@company.com,1,Tech Lead,125560.69,1.3,9,43,resigned,2022-05-10
375,EMP-2375,Elena Ramos,elena.ramos@company.com,5,Sales Manager,84596.64,1.6,16,5,resigned,2017-12-24
376,EMP-2376,Donna Torres,donna.torres@company.com,4,HR Associate,24650.5,3.15,14,8,active,2015-09-14
377,EMP-2377,Juan Bautista,juan.bautista@company.com,4,HR Specialist,32616.41,3.5,19,7,active,2019-07-10
378,EMP-2378,Lisa Diaz,lisa.diaz@company.com,2,Marketing Specialist,45563.14,4.61,19,42,on_leave,2022-05-30
379,EMP-2379,Hannah Garcia,hannah.garcia@company.com,7,Senior Data Analyst,66885.11,1.88,23,66,resigned,2017-05-14
380,EMP-2380,Carlo Mendoza,carlo.mendoza@company.com,1,Tech Lead,120660.11,3.32,5,4,active,2022-02-20
381,EMP-2381,Donna Ramos,donna.ramos@company.com,6,Operations Manager,66955.21,1.42,17,48,resigned,2021-01-12
382,EMP-2382,Donna Reyes,donna.reyes@company.com,8,Senior Support,39723.23,1.5,13,64,active,2021-10-13
383,EMP-2383,Elena Flores,elena.flores@company.com,10,C-Suite,281540.17,1.45,23,49,active,2017-09-13
384,EMP-2384,Faith Diaz,faith.diaz@company.com,7,Data Science Lead,128507.58,4.5,7,51,active,2017-04-25
385,EMP-2385,Faith Rivera,faith.rivera@company.com,4,HR Specialist,46424.0,4.56,0,41,resigned,2022-08-31
386,EMP-2386,Diego Aquino,diego.aquino@company.com,9,Senior Associate,74844.01,3.94,10,60,active,2017-11-14
387,EMP-2387,Carlo Ramos,carlo.ramos@company.com,9,Senior Associate,89086.08,4.16,28,44,resigned,2018-08-06
388,EMP-2388,Carlo Diaz,carlo.diaz@company.com,3,Financial Analyst,44380.38,3.13,20,26,active,2022-12-11
389,EMP-2389,Lucia Lim,lucia.lim@company.com,6,Operations Specialist,44076.7,3.05,0,20,on_leave,2018-12-20
390,EMP-2390,Rachel Villanueva,rachel.villanueva@company.com,1,Senior Developer,78699.68,3.52,15,4,active,2021-11-11
391,EMP-2391,Jose dela Cruz,jose.delacruz@company.com,2,Marketing Associate,28284.57,4.83,0,76,active,2022-06-01
392,EMP-2392,Carlo Torres,carlo.torres@company.com,2,Marketing Specialist,40878.8,1.59,24,76,active,2018-04-01
393,EMP-2393,Bianca Castro,bianca.castro@company.com,4,HR Specialist,43269.57,2.54,1,9,on_leave,2017-10-26
394,EMP-2394,Rachel Flores,rachel.flores@company.com,5,Sales Manager,82737.57,1.59,15,35,active,2019-08-08
395,EMP-2395,Andrei Diaz,andrei.diaz@company.com,1,Junior Developer,30412.06,3.95,23,53,active,2017-09-30
396,EMP-2396,Rafael Flores,rafael.flores@company.com,3,Finance Manager,95204.99,2.28,19,75,active,2022-08-27
397,EMP-2397,Ivan Gomez,ivan.gomez@company.com,9,Legal Associate,45759.8,2.1,5,69,active,2016-03-13
398,EMP-2398,Maria dela Cruz,maria.delacruz@company.com,6,Operations Manager,75887.82,2.45,20,25,active,2018-06-07
399,EMP-2399,Jasmine Diaz,jasmine.diaz@company.com,10,C-Suite,340321.08,4.29,9,40,active,2019-03-28
400,EMP-2400,Elena dela Cruz,elena.delacruz@company.com,1,Software Architect,135302.9,3.02,13,76,on_leave,2021-09-21
401,EMP-2401,Lucia dela Cruz,lucia.delacruz@company.com,2,Marketing Associate,28873.91,4.48,17,54,on_leave,2018-09-06
402,EMP-2402,Ivan Torres,ivan.torres@company.com,8,Support Manager,51559.7,2.06,16,47,on_leave,2022-07-03
403,EMP-2403,Ana Garcia,ana.garcia@company.com,3,Finance Manager,99346.9,4.41,12,38,resigned,2015-05-07
404,EMP-2404,Andrei Go,andrei.go@company.com,10,CEO,481611.85,3.83,21,63,active,2019-07-19
405,EMP-2405,Bianca Ortiz,bianca.ortiz@company.com,1,Software Architect,161164.28,3.22,14,57,on_leave,2017-01-20
406,EMP-2406,Kevin Reyes,kevin.reyes@company.com,5,Sales Director,129500.52,1.2,16,3,active,2018-10-05
407,EMP-2407,Carmen Ramos,carmen.ramos@company.com,9,Legal Associate,51450.09,2.91,23,72,active,2022-07-05
408,EMP-2408,Ana Flores,ana.flores@company.com,6,Operations Specialist,57962.66,1.21,20,65,resigned,2017-10-10
409,EMP-2409,Lisa Torres,lisa.torres@company.com,6,Operations Manager,67604.56,4.59,11,43,active,2022-11-02
410,EMP-2410,Rosa Diaz,rosa.diaz@company.com,9,General Counsel,161144.44,2.49,1,16,active,2017-04-28
411,EMP-2411,Donna Villanueva,donna.villanueva@company.com,10,SVP,252150.55,1.05,26,39,active,2020-05-07
412,EMP-2412,Elena Torres,elena.torres@company.com,2,Brand Director,106940.47,4.29,28,79,on_leave,2018-04-19
413,EMP-2413,Miguel Aquino,miguel.aquino@company.com,1,Senior Developer,64143.43,3.92,16,57,active,2019-02-22
414,EMP-2414,Rafael Aquino,rafael.aquino@company.com,2,Brand Director,110184.65,3.01,19,59,resigned,2015-11-21
415,EMP-2415,Ana Tan,ana.tan@company.com,8,Senior Support,28796.14,1.48,0,71,active,2020-12-23
416,EMP-2416,Lucia Flores,lucia.flores@company.com,1,Software Architect,131561.39,1.5,17,60,on_leave,2017-02-20
417,EMP-2417,Cedric Flores,cedric.flores@company.com,10,CEO,385984.44,4.44,30,33,active,2016-07-06
418,EMP-2418,Elena Torres,elena.torres@company.com,10,C-Suite,310589.64,3.45,13,61,active,2017-06-26
419,EMP-2419,Carlo Mendoza,carlo.mendoza@company.com,8,Support Associate,25713.85,4.86,4,62,resigned,2016-06-21
420,EMP-2420,Ivan Ortiz,ivan.ortiz@company.com,1,Senior Developer,70738.38,3.19,10,56,active,2016-09-04
421,EMP-2421,Rosa Reyes,rosa.reyes@company.com,10,SVP,249283.55,2.83,25,17,on_leave,2015-06-17
422,EMP-2422,Antonio Villanueva,antonio.villanueva@company.com,4,HR Associate,28234.14,4.82,18,48,active,2020-09-20
423,EMP-2423,Bianca Reyes,bianca.reyes@company.com,9,Legal Associate,44500.07,1.35,15,50,resigned,2020-05-26
424,EMP-2424,Donna Bautista,donna.bautista@company.com,7,Senior Data Analyst,65669.54,3.45,15,20,on_leave,2015-02-09
425,EMP-2425,Juan Villanueva,juan.villanueva@company.com,4,HR Associate,28574.87,2.44,26,47,active,2015-02-13
426,EMP-2426,Ivan Morales,ivan.morales@company.com,8,Support Director,92894.57,4.61,18,8,active,2017-09-04
427,EMP-2427,Donna Villanueva,donna.villanueva@company.com,1,Tech Lead,123967.73,3.75,28,22,active,2016-05-31
428,EMP-2428,Juan Aquino,juan.aquino@company.com,6,Operations Specialist,51365.01,3.85,20,30,active,2019-09-25
429,EMP-2429,Diego Tan,diego.tan@company.com,9,Legal Associate,50704.69,2.05,2,56,active,2022-08-20
430,EMP-2430,Nina Castro,nina.castro@company.com,9,General Counsel,152915.25,3.99,11,51,resigned,2018-02-27
431,EMP-2431,Mark Villanueva,mark.villanueva@company.com,3,Financial Analyst,35150.07,4.45,8,13,active,2021-09-04
432,EMP-2432,Elena Aquino,elena.aquino@company.com,5,Sales Associate,22689.42,2.98,10,12,active,2018-03-01
433,EMP-2433,Carmen Bautista,carmen.bautista@company.com,6,COO,159403.18,4.5,18,18,resigned,2021-08-05
434,EMP-2434,Elena Aquino,elena.aquino@company.com,9,Legal Manager,105846.79,4.95,7,53,active,2020-06-20
435,EMP-2435,Nina Aquino,nina.aquino@company.com,9,Legal Manager,117353.85,1.25,21,19,active,2017-09-19
436,EMP-2436,Lucia Garcia,lucia.garcia@company.com,1,Senior Developer,65967.89,3.26,4,18,on_leave,2019-10-05
437,EMP-2437,Rafael Santos,rafael.santos@company.com,3,Financial Analyst,39449.03,1.2,17,2,active,2020-02-20
438,EMP-2438,Diego Diaz,diego.diaz@company.com,1,Software Architect,157737.17,1.97,4,10,active,2015-03-29
439,EMP-2439,Donna Ortiz,donna.ortiz@company.com,10,SVP,244908.5,1.98,22,6,active,2020-03-23
440,EMP-2440,Gelo Garcia,gelo.garcia@company.com,2,Marketing Specialist,43054.8,3.97,26,43,on_leave,2017-11-16
441,EMP-2441,Donna Reyes,donna.reyes@company.com,10,CEO,484217.72,3.07,19,61,active,2016-08-01
442,EMP-2442,Maria Mendoza,maria.mendoza@company.com,7,Data Analyst,39489.41,2.95,8,36,resigned,2021-05-17
443,EMP-2443,Cedric Torres,cedric.torres@company.com,8,Support Director,89523.31,4.51,20,38,active,2018-09-10
444,EMP-2444,Antonio Morales,antonio.morales@company.com,7,Data Science Lead,113845.77,2.29,12,7,active,2019-03-07
445,EMP-2445,Faith Garcia,faith.garcia@company.com,8,Support Director,72783.27,4.44,6,56,on_leave,2015-01-26
446,EMP-2446,Nina Go,nina.go@company.com,1,Software Architect,143389.54,3.47,27,62,active,2016-03-21
447,EMP-2447,Carlo Bautista,carlo.bautista@company.com,7,Senior Data Analyst,57071.28,1.09,1,28,on_leave,2019-03-01
448,EMP-2448,Sofia Ramos,sofia.ramos@company.com,7,Data Analyst,37963.31,2.79,10,23,active,2022-01-04
449,EMP-2449,Rachel Bautista,rachel.bautista@company.com,3,CFO,211570.29,2.63,19,79,active,2016-12-19
450,EMP-2450,Mark Gomez,mark.gomez@company.com,1,Junior Developer,39887.04,4.69,14,65,active,2015-05-16
451,EMP-2451,Jasmine Flores,jasmine.flores@company.com,9,Senior Associate,66607.58,4.72,30,62,active,2020-03-09
452,EMP-2452,Jose Ramos,jose.ramos@company.com,8,Support Associate,24175.03,3.08,21,46,on_leave,2018-05-06
453,EMP-2453,Rachel Rivera,rachel.rivera@company.com,3,CFO,193726.98,3.74,29,2,active,2016-04-25
454,EMP-2454,Faith Bautista,faith.bautista@company.com,4,HR Specialist,46788.82,2.74,22,64,active,2016-04-04
455,EMP-2455,Lucia Torres,lucia.torres@company.com,7,Data Analyst,38684.89,1.45,22,11,active,2016-05-05
456,EMP-2456,Lucia Morales,lucia.morales@company.com,5,Sales Specialist,40561.14,2.59,5,58,on_leave,2015-04-11
457,EMP-2457,Carmen Aquino,carmen.aquino@company.com,3,Finance Manager,83648.43,4.84,13,23,active,2021-01-27
458,EMP-2458,Antonio Ramos,antonio.ramos@company.com,3,Finance Manager,87413.17,2.79,15,22,active,2018-04-09
459,EMP-2459,Elena Torres,elena.torres@company.com,9,General Counsel,146751.88,1.06,24,23,active,2017-04-16
460,EMP-2460,Cedric Castro,cedric.castro@company.com,3,Financial Analyst,45892.73,3.75,19,4,active,2019-11-12
461,EMP-2461,Sofia Torres,sofia.torres@company.com,9,Legal Manager,119595.59,2.65,10,67,active,2018-10-18
462,EMP-2462,Ana Go,ana.go@company.com,6,COO,149627.48,4.96,24,49,resigned,2023-01-29
